run_id,program_name,eval_name,test_accuracy,models,methods,n_methods,uses_training,summary,used_dinov2,used_clip,prompt_tokens,completion_tokens,total_tokens,backbone_bucket
0061_a40f56ec,program_step0061_a40f56ec.py,eval_step0061_a40f56ec.json,0.6574468085106383,"['DINOv2', 'ViT']","['transductive learning', 'quadratic Mahalanobis scoring', 'pseudo-labeling', 'consistency objectives', 'local mixup distillation', 'shrinkage LDA', 'cross-entropy loss', 'knowledge distillation', 'data augmentation']",9,yes,The program implements a semi-supervised learning framework that enhances a student model's performance by utilizing unlabeled data for covariance calibration and quadratic Mahalanobis scoring. It builds upon a strong teacher-student architecture using frozen DINOv2 features and incorporates techniques like local mixup distillation and pseudo-labeling. The approach aims to capture per-class anisotropy and improve classification accuracy in scenarios with limited labeled data.,True,False,6768,168,6936,DINOv2 only
0062_4f78eac5,program_step0062_4f78eac5.py,eval_step0062_4f78eac5.json,0.6180851063829788,"['DINOv2', 'ViT']","['transductive learning', 'pseudo-labeling', 'graph Laplacian consistency', 'shrinkage-LDA', 'multi-view augmentation', 'cosine classifier', 'teacher-student framework']",7,yes,This program implements a semi-supervised learning approach using a transductive Laplacian-regularized cosine head trained on frozen DINOv2 features. It leverages pseudo-labeling from a prototype teacher and applies a graph smoothness penalty to enhance the learning from unlabeled data. The method focuses on optimizing a compact classifier in a low-dimensional space while maintaining local smoothness across the unlabeled manifold. The approach aims to improve performance with limited labeled data by effectively utilizing unlabeled samples.,True,False,6291,172,6463,DINOv2 only
0063_aacc9d4c,program_step0063_aacc9d4c.py,eval_step0063_aacc9d4c.json,0.6196808510638298,"['DINOv2', 'ViT']","['transductive learning', 'Gaussian class-conditional modeling', 'shrinkage LDA', 'pseudo-labeling', 'conservative refinement', 'multi-view augmentation']",6,yes,This program enhances a frozen DINOv2 feature extractor with a transductive Gaussian class-conditional denoising score classifier in the LDA space. It employs shrinkage LDA for dimensionality reduction and models class-specific diagonal Gaussians for improved texture classification. The method incorporates conservative refinement of unlabeled data and utilizes multi-view augmentations for feature extraction. The approach aims to achieve better performance with limited labeled data by leveraging unlabeled samples effectively.,True,False,5675,159,5834,DINOv2 only
0065_9fee9f24,program_step0065_9fee9f24.py,eval_step0065_9fee9f24.json,0.6484042553191489,"['ViT', 'DINOv2']","['semi-supervised learning', 'multi-view augmentation', 'knowledge distillation', 'Laplacian regularization', 'prototype alignment', 'shrinkage LDA', 'pseudo-labeling']",7,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs multi-view augmentations and knowledge distillation to enhance model performance on labeled and unlabeled data. The training process includes various regularization techniques such as Laplacian loss and prototype alignment to improve classification accuracy. The model is designed to handle both labeled and unlabeled datasets effectively.,True,False,5113,155,5268,DINOv2 only
0068_52a1894f,program_step0068_52a1894f.py,eval_step0068_52a1894f.json,0.5973404255319149,"['ViT', 'CosineHead']","['semi-supervised learning', 'multi-view transforms', 'pseudo-labeling', 'mixup', 'label smoothing', 'LDA', 'spectral graph', 'fused model']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a cosine head for classification. It employs multi-view transformations, pseudo-labeling, and mixup techniques to enhance model performance on labeled and unlabeled data. The model is trained using a combination of labeled and pseudo-labeled samples, with a focus on feature extraction and dimensionality reduction through LDA and spectral graph methods. The final model is designed to predict categories for new images based on learned prototypes.",True,False,6846,169,7015,DINOv2 only
0070_cc0a118b,program_step0070_cc0a118b.py,eval_step0070_cc0a118b.json,0.6372340425531915,"['ViT', 'DINOv2']","['semi-supervised learning', 'multi-view transforms', 'LDA', 'spectral embedding', 'cosine similarity', 'prototype refinement', 'data augmentation']",7,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs multi-view transformations for data augmentation and utilizes LDA for dimensionality reduction. The model refines class prototypes through a combination of labeled and unlabeled data, enhancing classification performance. The framework is designed for image classification tasks with both labeled and unlabeled datasets.",True,False,6340,144,6484,DINOv2 only
0071_04c5306c,program_step0071_04c5306c.py,eval_step0071_04c5306c.json,0.648936170212766,['DINOv2'],"['transductive class-conditional covariance adaptation', 'supervised discriminative subspace', 'shrinkage LDA', 'soft pseudo-labeling', 'multi-view feature extraction', 'Gaussian mixture modeling', 'covariance regularization', 'cosine-prototype blending']",8,yes,This program implements a transductive class-conditional covariance adaptation layer on top of a frozen DINOv2 backbone. It aims to improve classification performance by estimating separate regularized covariances for each class using a small number of labeled samples and soft assignments from unlabeled samples. The method incorporates a supervised discriminative subspace and utilizes multi-view feature extraction for stability. The final model combines Gaussian logits with cosine-prototype logits for enhanced robustness.,True,False,5960,184,6144,DINOv2 only
0072_40590e84,program_step0072_40590e84.py,eval_step0072_40590e84.json,0.6457446808510638,['DINOv2'],"['feature standardization', 'multi-view extraction', 'shrinkage-LDA', 'transductive Gaussian refinement', 'cosine-logit fusion', 'LDA projection', 'global feature standardization', 'calibrated projection', 'complementary classifier']",9,yes,"The program implements a semi-supervised learning approach using a frozen DINOv2 backbone to improve classification performance with limited labeled data. It employs feature standardization and a combination of Gaussian and cosine scores for better representation calibration. The method includes multi-view feature extraction, shrinkage-LDA for dimensionality reduction, and transductive refinement to leverage unlabeled data effectively. A lightweight complementary classifier is added to enhance the final predictions.",True,False,6026,168,6194,DINOv2 only
0073_845909b3,program_step0073_845909b3.py,eval_step0073_845909b3.json,0.6468085106382979,"['DINOv2', 'ViT']","['test-time augmentation', 'consistency weighting', 'transductive refinement', 'Gaussian classifier', 'LDA projection', 'multi-view consistency', 'softmax', 'feature averaging']",8,yes,The program implements a semi-supervised learning approach using a frozen DINOv2 backbone and a transductive Gaussian classifier. It enhances the model's performance by applying test-time augmentation and consistency weighting to improve prediction reliability. The method retains the original architecture while refining unlabeled data through multi-view consistency and Gaussian estimation techniques. The goal is to achieve better classification accuracy with minimal changes to the existing framework.,True,False,6518,151,6669,DINOv2 only
0075_e86cc51a,program_step0075_e86cc51a.py,eval_step0075_e86cc51a.json,0.6372340425531915,"['ViT', 'DINOv2']","['semi-supervised learning', 'multi-view augmentation', 'prototype refinement', 'cosine similarity', 'leave-one-out accuracy', 'shrinkage LDA', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs multi-view augmentations to enhance the training process and refines class prototypes based on labeled and unlabeled data. The model is trained to improve classification accuracy through iterative refinement and consistency objectives, leveraging both labeled and unlabeled samples.",True,False,4701,145,4846,DINOv2 only
0077_9a338fc6,program_step0077_9a338fc6.py,eval_step0077_9a338fc6.json,0.6292553191489362,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'multi-view augmentation', 'knowledge distillation', 'layer normalization', 'cross-entropy loss', 'soft cross-entropy', 'parameter-efficient finetuning']",8,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs a prototype-conditioned student model to leverage both labeled and unlabeled data through pseudo-labeling and knowledge distillation. The training process includes multi-view augmentations and a combination of supervised and unsupervised loss functions to improve classification performance. The program is designed to handle image datasets with COCO annotations for effective training and evaluation.,True,False,5317,168,5485,DINOv2 only
0078_254ea89e,program_step0078_254ea89e.py,eval_step0078_254ea89e.json,0.6297872340425532,['DINOv2'],"['transductive local linear reconstruction', 'consistency-weighted pseudo-labeling', 'shrinkage-LDA', 'cosine-prototype classifier', 'ridge-regularized local linear reconstruction', 'neighbor consensus', 'pseudo-labeling']",7,yes,"The program implements a semi-supervised learning approach using a frozen DINOv2 backbone. It employs transductive local linear reconstruction with consistency-weighted pseudo-labeling to refine class prototypes in a compact supervised space. The method leverages local geometry and high-confidence pseudo-labels to enhance classification accuracy while maintaining efficiency during inference. The final model is designed to be robust and fully inductive, avoiding complex computations at prediction time.",True,False,5694,163,5857,DINOv2 only
0079_78caffff,program_step0079_78caffff.py,eval_step0079_78caffff.json,0.6393617021276595,"['DINOv2', 'MLP']","['transductive consistency', 'graph Laplacian regularization', 'shrinkage-LDA', 'pseudo-labeling', 'cross-entropy loss', 'KL distillation', 'graph consistency loss', 'multi-view augmentation']",8,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a student classifier trained in a compact projected feature space. It employs graph Laplacian regularization to ensure smoothness among unlabeled samples while leveraging pseudo-labels from a prototype teacher. The method focuses on improving decision boundaries through distillation and consistency objectives, making it efficient for texture data classification.",True,False,6638,158,6796,DINOv2 only
0080_84713f5f,program_step0080_84713f5f.py,eval_step0080_84713f5f.json,0.6186170212765958,"['ViT', 'DINOv2']","['semi-supervised learning', 'multi-view augmentation', 'pseudo-labeling', 'consistency objectives', 'shrinkage LDA', 'feature normalization']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs multi-view augmentations and pseudo-labeling strategies to enhance model performance on labeled and unlabeled data. The model is trained to refine prototypes and class scales through a teacher-student mechanism, optimizing classification accuracy while leveraging unlabeled samples.",True,False,4278,138,4416,DINOv2 only
0081_ce9f4ebf,program_step0081_ce9f4ebf.py,eval_step0081_ce9f4ebf.json,0.6367021276595745,"['DINOv2', 'ViT']","['frozen features', 'multi-view averaging', 'shrinkage-LDA', 'prototype refinement', 'mutual-nearest-neighbor filtering', 'pseudo-labeling', 'cosine prototype prediction']",7,yes,The program implements a semi-supervised learning pipeline that utilizes frozen DINOv2 features for classification. It employs a multi-view averaging strategy combined with shrinkage-LDA for feature projection and prototype refinement using unlabeled data. A novel mutual-nearest-neighbor pseudo-label filter is introduced to enhance the quality of pseudo-labels during training. The approach aims to improve prototype purity while maintaining the existing architecture and minimizing runtime overhead.,True,False,5580,158,5738,DINOv2 only
0082_30b87e3b,program_step0082_30b87e3b.py,eval_step0082_30b87e3b.json,0.6441489361702127,"['DINOv2', 'ViT']","['class-conditional mixture-of-prototypes', 'shrinkage-LDA', 'multi-view features', 'cosine clustering', 'pseudo-labeling', 'L2-normalization', 'log-sum-exp scoring']",7,yes,"The program implements a class-conditional mixture-of-prototypes classifier on top of a frozen DINOv2 backbone, utilizing multi-view features and shrinkage-LDA for improved classification. It conservatively incorporates unlabeled data to discover intra-class modes, enhancing the representation of texture categories with multimodal appearances. The method focuses on efficient training and inference, leveraging a mixture of prototypes for each class to better capture visual variations.",True,False,6331,160,6491,DINOv2 only
0083_f6f3ae90,program_step0083_f6f3ae90.py,eval_step0083_f6f3ae90.json,0.42872340425531913,"['DINOv2', 'ViT']","['prototype-conditioned residual adapter', 'negative debiasing', 'shrinkage-LDA', 'teacher distillation', 'cross-entropy loss', 'hard negative loss', 'margin loss', 'data augmentation', 'multi-view features']",9,yes,"The program implements a semi-supervised learning approach using a frozen DINOv2 backbone and a prototype-conditioned residual adapter to improve classification performance. It employs a novel negative debiasing loss to enhance inter-class separation and utilizes shrinkage-LDA for feature projection. The model is trained with labeled and unlabeled data, leveraging teacher distillation and various loss functions to refine predictions and prototypes.",True,False,6814,158,6972,DINOv2 only
0085_6a679829,program_step0085_6a679829.py,eval_step0085_6a679829.json,0.6457446808510638,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'label smoothing', 'knowledge distillation', 'LDA', 'feature projection']",8,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a custom StudentNet for classification tasks. It employs pseudo-labeling and knowledge distillation to enhance model performance on unlabeled data. The training process includes multi-view augmentations and label smoothing to improve generalization. The program also incorporates a refined teacher model to guide the student during training.,True,False,6485,145,6630,DINOv2 only
0086_e1058431,program_step0086_e1058431.py,eval_step0086_e1058431.json,0.65,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'label smoothing', 'knowledge distillation', 'LDA', 'feature normalization']",8,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a custom StudentNet for classification tasks. It employs multi-view augmentations and pseudo-labeling strategies to leverage both labeled and unlabeled data. The training process includes knowledge distillation and label smoothing to improve model performance. The final model is evaluated on its ability to predict categories for new images.,True,False,7081,146,7227,DINOv2 only
0087_296212cb,program_step0087_296212cb.py,eval_step0087_296212cb.json,0.6388297872340426,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'data augmentation', 'parameter-efficient finetuning', 'knowledge distillation']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs a combination of labeled and unlabeled data to train a student model through pseudo-labeling and knowledge distillation. The program includes various training strategies, such as consistency objectives and data augmentation techniques, to enhance model performance while minimizing the need for labeled data.",True,False,6841,142,6983,DINOv2 only
0088_200feab7,program_step0088_200feab7.py,eval_step0088_200feab7.json,0.6276595744680851,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'label smoothing', 'knowledge distillation', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs a combination of labeled and unlabeled data to train a student model through pseudo-labeling and knowledge distillation. The model utilizes multi-view augmentations and consistency objectives to enhance performance. Additionally, it incorporates label smoothing and parameter-efficient finetuning techniques to improve generalization.",True,False,6993,151,7144,DINOv2 only
0089_7c4c68ea,program_step0089_7c4c68ea.py,eval_step0089_7c4c68ea.json,0.6526595744680851,"['DINOv2', 'ViT']","['cross-view consistency', 'confidence-weighted pseudo-labeling', 'shrinkage-LDA', 'graph posterior blending', 'consistency loss', 'distillation', 'data augmentation']",7,yes,"This program enhances a semi-supervised learning pipeline for texture recognition by implementing cross-view prediction consistency and confidence-weighted pseudo-label agreement. It utilizes a frozen DINOv2 backbone to extract features from multiple deterministic views of images, refining prototypes and blending teacher posteriors. The approach aims to reduce noisy pseudo-labels while leveraging the existing strong recipe, ultimately improving model performance with limited labeled data.",True,False,8622,150,8772,DINOv2 only
0090_5805c3bd,program_step0090_5805c3bd.py,eval_step0090_5805c3bd.json,0.6462765957446809,"['DINOv2', 'ViT']","['prototype-space local smoothing', 'transductive correction', 'pseudo-labeling', 'graph posterior blending', 'consistency objectives', 'multi-view training', 'label smoothing', 'knowledge distillation']",8,yes,"The program implements a semi-supervised learning pipeline that enhances decision stability by applying prototype-space local smoothing at inference using an unlabeled embedding bank. It maintains the integrity of the existing training process while introducing a low-risk inference-time correction. The approach leverages strong pretrained DINOv2 features and incorporates various strategies such as pseudo-labeling, consistency objectives, and knowledge distillation to improve classification performance, particularly in scenarios with limited labeled data.",True,False,9369,161,9530,DINOv2 only
0091_722b678c,program_step0091_722b678c.py,eval_step0091_722b678c.json,0.6457446808510638,"['DINOv2', 'ViT']","['class-adaptive pseudo-labeling', 'graph posterior blending', 'shrinkage-LDA projection', 'cosine-prototype inference', 'soft distillation', 'consistency regularization', 'multi-view augmentation']",7,yes,"This program enhances a semi-supervised learning pipeline by introducing class-adaptive pseudo-label acceptance and prototype weighting based on agreement between two teacher models. It utilizes a frozen DINOv2 backbone for feature extraction and employs a refined prototype teacher along with graph posterior blending. The method aims to improve the reliability of pseudo-labels and reduce noise in the training process, ultimately leading to better performance with limited labeled data.",True,False,9404,158,9562,DINOv2 only
0092_b81bf22d,program_step0092_b81bf22d.py,eval_step0092_b81bf22d.json,0.65,"['DINOv2', 'ViT']","['prototype-neighborhood residualization', 'class-conditional local experts', 'pseudo-labeling', 'student distillation', 'shrinkage-LDA', 'cosine similarity', 'Gaussian modeling', 'data-efficient learning']",8,yes,This program enhances a semi-supervised learning pipeline by introducing a local residual model that estimates class-conditional covariance from labeled and high-confidence pseudo-labeled examples. It utilizes a frozen DINOv2 backbone for feature extraction and employs a student-teacher framework for distillation. The method focuses on improving classification accuracy by modeling local anisotropic structures in the embedding space while maintaining the integrity of the existing pipeline.,True,False,8130,158,8288,DINOv2 only
0093_130de286,program_step0093_130de286.py,eval_step0093_130de286.json,0.6510638297872341,"['DINOv2', 'ViT']","['prototype residualization', 'class-specific Mahalanobis scoring', 'shrinkage-LDA projection', 'soft distillation', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'compact student distillation']",8,yes,"This program enhances a semi-supervised learning pipeline by introducing prototype residualization with class-specific Mahalanobis scoring to improve classifier geometry. It utilizes a frozen DINOv2 backbone to extract features and employs a compact student model trained with labeled and unlabeled data. The method focuses on refining decision boundaries by capturing class-dependent residuals, allowing for better handling of anisotropic variations in texture classes.",True,False,8302,158,8460,DINOv2 only
0094_25db0188,program_step0094_25db0188.py,eval_step0094_25db0188.json,0.6452127659574468,"['DINOv2', 'ViT']","['class-conditional local covariance', 'cosine-prototype classifier', 'shrinkage-LDA', 'pseudo-labeling', 'Mahalanobis distance', 'consistency objectives', 'multi-view augmentation', 'student-teacher distillation']",8,yes,This program enhances a semi-supervised learning pipeline by integrating class-conditional local covariance Mahalanobis scoring with a cosine-prototype classifier. It utilizes a frozen DINOv2 backbone to extract features and employs a compact student model trained with labeled and pseudo-labeled data. The method focuses on improving decision boundaries by estimating per-class covariance and fusing cosine and Mahalanobis logits for predictions.,True,False,8317,160,8477,DINOv2 only
0095_13efa248,program_step0095_13efa248.py,eval_step0095_13efa248.json,0.6404255319148936,"['DINOv2', 'MLP']","['transductive prototype densification', 'shrinkage-LDA', 'graph posterior blending', 'cosine prototype inference', 'pseudo-labeling', 'multi-view augmentation', 'weighted k-means', 'soft/hard supervision', 'unlabeled distillation']",9,yes,"This program implements a semi-supervised learning pipeline that enhances classification performance by introducing transductive prototype densification. It utilizes a frozen DINOv2 backbone to extract features and employs a compact student MLP for classification. The method focuses on learning multiple sub-prototypes per class from confident unlabeled samples, improving the representation of multi-modal classes. The approach combines labeled and unlabeled data effectively, leveraging techniques like graph posterior blending and pseudo-labeling to refine the model's predictions.",True,False,8238,184,8422,DINOv2 only
0096_4f741002,program_step0096_4f741002.py,eval_step0096_4f741002.json,0.6478723404255319,"['DINOv2', 'StudentNet']","['class-conditional Gaussian residual scoring', 'frozen features', 'shrinkage-LDA projection', 'student distillation', 'cross-view consistency', 'conservative pseudo-labeling', 'cosine prototypes', 'Gaussian residual model']",8,yes,"This program enhances a semi-supervised learning pipeline by integrating a class-conditional Gaussian residual scoring mechanism into the student embedding space. It utilizes frozen DINOv2 features and employs a refined prototype teacher along with student distillation. The method focuses on improving class variance estimates with a diagonal Gaussian model while maintaining data efficiency, especially with limited labeled samples. The training process includes labeled supervision, unlabeled distillation, and consistency objectives to optimize the model's performance.",True,False,9685,172,9857,DINOv2 only
0097_81ffbbba,program_step0097_81ffbbba.py,eval_step0097_81ffbbba.json,0.6478723404255319,"['DINOv2', 'ViT']","['pseudo-labeling', 'student distillation', 'prototype consistency gating', 'graph posterior blending', 'shrinkage-LDA', 'consistency objectives', 'multi-view augmentation']",7,yes,"The program implements a semi-supervised learning pipeline that enhances a DINOv2-based model with a novel prototype-consistency gating mechanism for pseudo-labeling. It maintains a frozen backbone while refining class prototypes and utilizing student distillation to improve classification accuracy. The approach is designed to be robust in scenarios with limited labeled data, addressing the challenges of noisy pseudo-labels and geometric consistency in the embedding space.",True,False,10461,150,10611,DINOv2 only
0098_05dd9e1c,program_step0098_05dd9e1c.py,eval_step0098_05dd9e1c.json,0.6526595744680851,"['DINOv2', 'ViT']","['pseudo-labeling', 'class-wise quota balancing', 'student distillation', 'Gaussian head fitting', 'shrinkage-LDA', 'multi-view augmentation', 'consistency regularization']",7,yes,"The program implements a semi-supervised learning pipeline that enhances a strong existing model by introducing class-wise pseudo-label quota balancing to improve the robustness of pseudo-labeled support. It utilizes a frozen DINOv2 backbone and employs various techniques such as student distillation, Gaussian head fitting, and shrinkage-LDA for feature projection. The goal is to maintain model performance while addressing class imbalance in pseudo-labeling without altering the core training components.",True,False,10249,159,10408,DINOv2 only
0099_92ce9f35,program_step0099_92ce9f35.py,eval_step0099_92ce9f35.json,0.6526595744680851,"['DINOv2', 'ViT']","['student distillation', 'pseudo-labeling', 'class-wise prototype dispersion regularization', 'graph posterior blending', 'consistency objectives', 'multi-view augmentation', 'Gaussian residual fusion']",7,yes,The program implements a semi-supervised learning pipeline that enhances classification performance by utilizing a frozen DINOv2 backbone and a student model for distillation. It introduces a novel class-wise prototype dispersion regularization method to improve the handling of pseudo-labeled examples. The approach leverages multi-view augmentations and graph-based blending of predictions to refine class prototypes and improve model accuracy with limited labeled data.,True,False,10266,149,10415,DINOv2 only
0100_57ccef6e,program_step0100_57ccef6e.py,eval_step0100_57ccef6e.json,0.6547872340425532,"['DINOv2', 'ViT']","['frozen features', 'shrinkage-LDA', 'student distillation', 'pseudo-labeling', 'Gaussian modeling', 'low-rank covariance correction', 'consistency objectives', 'multi-view augmentation']",8,yes,"The program enhances a classification pipeline by integrating class-wise prototype covariance shaping in the student embedding space. It employs a frozen DINOv2 backbone and utilizes a combination of labeled and pseudo-labeled data for training. The method focuses on improving class shape modeling through low-rank covariance corrections while maintaining data efficiency. The approach includes various training strategies such as student distillation, Gaussian modeling, and consistency objectives to optimize performance.",True,False,11406,159,11565,DINOv2 only
0101_c962cbb0,program_step0101_c962cbb0.py,eval_step0101_c962cbb0.json,0.652127659574468,"['DINOv2', 'MLP']","['frozen feature extraction', 'shrinkage-LDA', 'student distillation', 'class-conditional local prototype decomposition', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian residual fusion']",8,yes,"The program implements a semi-supervised learning framework for texture recognition using a modified DINOv2 backbone. It introduces class-conditional local prototype decomposition to capture multi-modal appearances within classes, leveraging both labeled and unlabeled data. The approach employs a student-teacher model with distillation and consistency objectives, along with Gaussian modeling for improved classification. The method is designed to be robust in scenarios with limited labeled samples.",True,False,10738,161,10899,DINOv2 only
0103_3de22535,program_step0103_3de22535.py,eval_step0103_3de22535.json,0.649468085106383,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'prototype contrastive loss', 'Gaussian head fitting', 'view agreement']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a custom StudentNet architecture. It employs various training strategies including pseudo-labeling, consistency objectives, and prototype contrastive loss to enhance model performance on labeled and unlabeled data. The model is trained to align multiple views of the same data and incorporates a Gaussian head for improved classification. The program is designed to efficiently utilize both labeled and unlabeled samples for training.",True,False,10970,158,11128,DINOv2 only
0104_1004eb77,program_step0104_1004eb77.py,eval_step0104_1004eb77.json,0.6505319148936171,"['DINOv2', 'ViT']","['cross-view nearest-neighbor cycle-consistency regularization', 'pseudo-labeling', 'graph posterior blending', 'student distillation', 'Gaussian head fitting', 'multi-view transforms', 'consistency objectives', 'cross-view neighborhood distillation']",8,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance by leveraging cross-view consistency among unlabeled samples. It utilizes DINOv2 features and incorporates a novel cycle-consistency regularization method to improve pseudo-label reliability. The approach includes a student-teacher framework for distillation and a Gaussian head for final classification, while maintaining a focus on data efficiency through multi-view transformations and retrieval fusion.",True,False,11094,173,11267,DINOv2 only
0105_928ee1db,program_step0105_928ee1db.py,eval_step0105_928ee1db.json,0.651595744680851,"['DINOv2', 'ViT']","['self-exclusion margin calibration', 'pseudo-labeling', 'student distillation', 'graph posterior blending', 'shrinkage-LDA projection', 'consistency objectives', 'cross-view agreement', 'Gaussian head fitting']",8,yes,"The program implements a semi-supervised learning pipeline that enhances pseudo-label reliability through self-exclusion margin calibration. It utilizes frozen DINOv2 features and employs a student-teacher framework for distillation. The method focuses on refining prototypes and leveraging class-specific margin information to improve classification accuracy, particularly in scenarios with limited labeled data.",True,False,12532,143,12675,DINOv2 only
0106_186006d2,program_step0106_186006d2.py,eval_step0106_186006d2.json,0.648936170212766,"['DINOv2', 'ViT']","['pseudo-labeling', 'class-specific reliability gating', 'student distillation', 'Gaussian fitting', 'retrieval fusion', 'consistency objectives', 'multi-view augmentation']",7,yes,"The program implements a semi-supervised learning pipeline that enhances a strong existing model by introducing class-specific reliability gating for pseudo-labeling. It utilizes DINOv2 features and a ViT backbone while maintaining the core structure of the model. The approach focuses on refining prototypes and downweighting unreliable pseudo-labels to improve classification accuracy. The method includes various training strategies such as student distillation and Gaussian fitting, along with multi-view augmentations for better feature extraction.",True,False,10841,160,11001,DINOv2 only
0107_69254b59,program_step0107_69254b59.py,eval_step0107_69254b59.json,0.65,"['DINOv2', 'ViT']","['class-aware local support prototypes', 'mutual-NN', 'student distillation', 'shrinkage-LDA', 'graph posterior blending', 'pseudo-labeling', 'Gaussian head', 'multi-view augmentation', 'consistency objectives']",9,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance by utilizing class-aware local support prototypes derived from unlabeled data. It employs a frozen DINOv2 backbone for feature extraction, followed by a student network for distillation and classification. The method focuses on refining pseudo-labels through mutual nearest neighbors and incorporates Gaussian modeling for improved robustness. Overall, it aims to efficiently leverage unlabeled data while maintaining a strong core training strategy.",True,False,11403,170,11573,DINOv2 only
0108_592fd659,program_step0108_592fd659.py,eval_step0108_592fd659.json,0.6484042553191489,"['DINOv2', 'ViT']","['student distillation', 'pseudo-labeling', 'consistency objectives', 'shrinkage-LDA projection', 'covariance-aware logits', 'multi-view augmentation']",6,yes,"The program implements a semi-supervised learning framework that enhances a frozen-feature pipeline using class-conditional covariance-aware prototype logits in the student embedding space. It utilizes a DINOv2 backbone for feature extraction and employs a student model for distillation. The method focuses on improving classification accuracy by modeling directional class anisotropy and leveraging pseudo-labels from unlabeled data. Key features include a refined prototype teacher, graph posterior blending, and a low-rank covariance correction approach.",True,False,10679,161,10840,DINOv2 only
0109_876aaf70,program_step0109_876aaf70.py,eval_step0109_876aaf70.json,0.648936170212766,"['DINOv2', 'StudentNet']","['class-conditional residual modeling', 'pseudo-labeling', 'graph posterior blending', 'shrinkage-LDA', 'multi-view consistency', 'cosine similarity', 'Mahalanobis distance', 'student distillation']",8,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance by modeling class-conditional residuals in the student embedding space. It utilizes a frozen DINOv2 backbone for feature extraction, followed by a student network that is trained using a combination of labeled and pseudo-labeled data. The method incorporates advanced techniques such as Mahalanobis-to-prototype fusion and graph posterior blending to improve the robustness of class predictions, particularly in scenarios with limited labeled data.",True,False,9641,170,9811,DINOv2 only
0110_c4fb5a2b,program_step0110_c4fb5a2b.py,eval_step0110_c4fb5a2b.json,0.6478723404255319,"['DINOv2', 'ViT']","['frozen-feature pipeline', 'class-wise multi-center clustering', 'entropy-weighted routing', 'mixture-of-prototypes', 'pseudo-labeling', 'consistency objectives', 'distillation', 'Gaussian head fitting']",8,yes,"This program enhances a frozen-feature pipeline using DINOv2 by implementing a novel class-wise multi-center clustering approach with entropy-weighted routing. It replaces single class prototypes with a mixture of prototypes to better handle multimodal texture classes. The method incorporates pseudo-labeling and distillation strategies to improve model performance while keeping the backbone frozen, ensuring efficiency and simplicity.",True,False,11351,149,11500,DINOv2 only
0111_0a885083,program_step0111_0a885083.py,eval_step0111_0a885083.json,0.6420212765957447,"['DINOv2', 'StudentNet']","['class-conditional covariance adaptation', 'quadratic prototype scoring', 'pseudo-labeling', 'graph posterior blending', 'compact student distillation', 'shrinkage-LDA projection', 'multi-view feature extraction', 'consistency objectives', 'data-efficient covariance modeling']",9,yes,"This program implements a semi-supervised learning framework that enhances a frozen-feature pipeline using class-conditional covariance adaptation and quadratic prototype scoring. It leverages DINOv2 features for feature extraction and employs a student-teacher model for distillation. The method focuses on utilizing pseudo-labeled samples to improve class geometry modeling, particularly for texture recognition tasks with limited labeled data. The approach combines various training strategies, including consistency objectives and pseudo-labeling, to achieve robust classification performance.",True,False,11582,181,11763,DINOv2 only
