run_id,program_name,eval_name,test_accuracy,models,methods,n_methods,uses_training,summary,used_dinov2,used_clip,prompt_tokens,completion_tokens,total_tokens,llm_cost,backbone_bucket,methods_canonical,n_methods_canonical
0051_0e69a458,program_step0051_0e69a458.py,eval_step0051_0e69a458.json,0.5404255319148936,['DINOv2'],"['transductive learning', 'local-subspace reconstruction', 'manifold-based classification', 'PCA', 'whitening', 'multi-view augmentation', 'pseudo-labeling', 'class-specific neighbor recruitment']",8,yes,"This program implements a transductive local-subspace reconstruction classifier using frozen DINOv2 features. It models each class as a low-rank affine subspace, leveraging a few labeled examples and confidently recruited unlabeled neighbors. The method incorporates a conservative recruitment strategy for unlabeled data, improving robustness and capturing intra-class variability. The approach remains efficient through closed-form linear algebra optimizations.",True,False,5574,148,5722,0.006782600000000001,DINOv2 only,"['class specific neighbor recruitment', 'local subspace reconstruction', 'manifold based classification', 'multi view augmentation', 'pca / whitening', 'pseudo-labeling', 'transductive learning']",7
0053_7360658d,program_step0053_7360658d.py,eval_step0053_7360658d.json,0.5952127659574468,"['ViT', 'DINOv2']","['semi-supervised learning', 'PCA whitening', 'multi-view augmentation', 'Gaussian modeling', 'pseudo-labeling', 'consistency objectives']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs PCA whitening for feature extraction and utilizes Gaussian modeling for class distributions. The training process includes multi-view augmentations and pseudo-labeling to enhance performance on unlabeled data. The model is designed to refine its predictions iteratively, improving accuracy through a series of updates.",True,False,5720,142,5862,0.006916800000000001,DINOv2 only,"['consistency / multi-view', 'gaussian mixture modeling', 'multi view augmentation', 'pca / whitening', 'pseudo-labeling', 'semi-supervised learning']",6
0054_071e0e85,program_step0054_071e0e85.py,eval_step0054_071e0e85.json,0.6579787234042553,"['DINOv2', 'CLIP']","['transductive mixture-of-views', 'frozen feature extraction', 'shrinkage-LDA', 'prototype refinement', 'cosine logits', 'multi-view augmentation', 'confidence-weighted assignments']",7,yes,"This program implements a transductive mixture-of-views classifier that leverages the complementary features of two frozen backbones, DINOv2 and CLIP, for improved texture recognition. It extracts multi-view features, applies shrinkage-LDA for dimensionality reduction, and refines class prototypes using both labeled and unlabeled data. The final predictions are made by fusing cosine logits from both backbones, ensuring efficient and accurate classification even with limited labeled data.",True,True,5206,167,5373,0.0064614,Both,"['confidence weighted assignments', 'frozen features', 'fused logits', 'multi view augmentation', 'prototype methods', 'shrinkage lda', 'transductive mixture of experts']",7
0055_ba585848,program_step0055_ba585848.py,eval_step0055_ba585848.json,0.5723404255319149,"['DINOv2', 'ViT']","['transductive learning', 'PCA whitening', 'self-training', 'pseudo-labeling', 'multi-view feature averaging', 'local linear subspace classification', 'cosine similarity', 'residual scoring']",8,yes,"The program implements a transductive local-subspace classifier using a frozen DINOv2 backbone for feature extraction. It combines labeled and unlabeled data to build a PCA-whitened feature space, enhancing the geometry for texture categories. The method employs self-training with margin-based pseudo-labeling to iteratively refine class prototypes and subspaces, aiming to improve classification accuracy with minimal labeled data. The approach is designed to efficiently utilize unlabeled samples while maintaining robust performance.",True,False,5390,169,5559,0.0066726,DINOv2 only,"['cosine similarity', 'local linear subspace classification', 'multi view feature extract', 'pca / whitening', 'pseudo-labeling', 'residual scoring', 'self training', 'transductive learning']",8
0057_31978197,program_step0057_31978197.py,eval_step0057_31978197.json,0.5872340425531914,"['ViT', 'DINOv2']","['semi-supervised learning', 'multi-view augmentation', 'feature whitening', 'pseudo-labeling', 'nearest neighbor classification', 'leave-one-out accuracy']",6,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs multi-view augmentations and a feature whitening technique to enhance the model's performance. The approach includes pseudo-labeling for unlabeled data and utilizes nearest neighbor classification for predictions. The model is designed to handle both labeled and unlabeled datasets effectively.,True,False,4696,139,4835,0.0057772000000000006,DINOv2 only,"['leave one out accuracy', 'multi view augmentation', 'nearest neighbor classification', 'pca / whitening', 'pseudo-labeling', 'semi-supervised learning']",6
0058_5a0d52fd,program_step0058_5a0d52fd.py,eval_step0058_5a0d52fd.json,0.6276595744680851,['DINOv2'],"['deterministic multi-view feature averaging', 'transductive classifier', 'supervised local tangent-space smoothing', 'unlabeled manifold partitioning', 'class-aware spectral co-regularization', 'Nyström-style kernel ridge classifier', 'joint PCA whitening', 'sparse affinity graph', 'spectral embedding', 'supervised spectral reweighting', 'soft unlabeled class assignments', 'anchor selection', 'kernel ridge regression']",13,yes,This program implements a semi-supervised learning approach using a frozen DINOv2 backbone to extract features from labeled and unlabeled texture images. It combines various techniques such as spectral co-regularization and kernel ridge regression to create a robust transductive classifier. The method emphasizes data efficiency by leveraging a small number of labeled samples and effectively utilizing unlabeled data through sophisticated feature processing and assignment strategies.,True,False,5711,212,5923,0.007214900000000001,DINOv2 only,"['anchor selection', 'class balance regularization', 'deterministic multi view feature averaging', 'kernel ridge regression', 'nyström style kernel ridge classifier', 'pca / whitening', 'soft unlabeled class assignments', 'sparse affinity graph', 'spectral embedding', 'supervised local tangent space smoothing', 'supervised spectral reweighting', 'transductive nearest class mean', 'unlabeled manifold partitioning']",13
0059_4308466f,program_step0059_4308466f.py,eval_step0059_4308466f.json,0.5611702127659575,"['DINOv2', 'ViT']","['deterministic multi-view feature averaging', 'transductive semi-supervised learning', 'Laplacian-regularized least squares', 'posterior sharpening', 'class-balanced prior correction', 'PCA-whitening', 'farthest-point sampling', 'anchor-graph manifold regularization']",8,yes,"This program implements a semi-supervised learning approach using a frozen DINOv2 backbone and a transductive classifier based on Laplacian-regularized least squares. It leverages deterministic multi-view feature averaging and anchor-graph manifold regularization to effectively utilize both labeled and unlabeled data. The method includes posterior sharpening and class-balanced prior correction to enhance classification performance, particularly in scenarios with limited labeled samples.",True,False,5921,176,6097,0.007287500000000001,DINOv2 only,"['anchor graph manifold regularization', 'class balanced prior correction', 'deterministic multi view feature averaging', 'farthest point sampling', 'laplacian regularized least squares', 'pca / whitening', 'posterior sharpening', 'semi-supervised learning']",8
0060_e92691e9,program_step0060_e92691e9.py,eval_step0060_e92691e9.json,0.6388297872340426,"['ViT', 'DINOv2']","['semi-supervised learning', 'multi-view augmentation', 'knowledge distillation', 'prototype refinement', 'label smoothing', 'mixup', 'LDA', 'cosine similarity']",8,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs multi-view augmentations and knowledge distillation to train a student model while refining prototypes for improved classification. The approach includes techniques such as label smoothing and mixup to enhance model robustness and performance on both labeled and unlabeled data.,True,False,6593,142,6735,0.007877100000000001,DINOv2 only,"['cosine similarity', 'label smoothing', 'lda', 'mixup', 'multi view augmentation', 'prototype methods', 'semi-supervised learning', 'student distillation']",8
0061_a40f56ec,program_step0061_a40f56ec.py,eval_step0061_a40f56ec.json,0.6574468085106383,"['DINOv2', 'ViT']","['transductive learning', 'quadratic Mahalanobis scoring', 'pseudo-labeling', 'consistency objectives', 'local mixup distillation', 'shrinkage LDA', 'cross-entropy loss', 'knowledge distillation', 'data augmentation']",9,yes,The program implements a semi-supervised learning framework that enhances a student model's performance by utilizing unlabeled data for covariance calibration and quadratic Mahalanobis scoring. It builds upon a strong teacher-student architecture using frozen DINOv2 features and incorporates techniques like local mixup distillation and pseudo-labeling. The approach aims to capture per-class anisotropy and improve classification accuracy in scenarios with limited labeled data.,True,False,6768,168,6936,0.008184,DINOv2 only,"['consistency / multi-view', 'cross entropy loss', 'local mixup distillation', 'multi view augmentation', 'pseudo-labeling', 'quadratic scoring', 'shrinkage lda', 'student distillation', 'transductive learning']",9
0062_4f78eac5,program_step0062_4f78eac5.py,eval_step0062_4f78eac5.json,0.6180851063829788,"['DINOv2', 'ViT']","['transductive learning', 'pseudo-labeling', 'graph Laplacian consistency', 'shrinkage-LDA', 'multi-view augmentation', 'cosine classifier', 'teacher-student framework']",7,yes,This program implements a semi-supervised learning approach using a transductive Laplacian-regularized cosine head trained on frozen DINOv2 features. It leverages pseudo-labeling from a prototype teacher and applies a graph smoothness penalty to enhance the learning from unlabeled data. The method focuses on optimizing a compact classifier in a low-dimensional space while maintaining local smoothness across the unlabeled manifold. The approach aims to improve performance with limited labeled data by effectively utilizing unlabeled samples.,True,False,6291,172,6463,0.0076769,DINOv2 only,"['gaussian classifier', 'graph laplacian consistency', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda', 'teacher student framework', 'transductive learning']",7
0063_aacc9d4c,program_step0063_aacc9d4c.py,eval_step0063_aacc9d4c.json,0.6196808510638298,"['DINOv2', 'ViT']","['transductive learning', 'Gaussian class-conditional modeling', 'shrinkage LDA', 'pseudo-labeling', 'conservative refinement', 'multi-view augmentation']",6,yes,This program enhances a frozen DINOv2 feature extractor with a transductive Gaussian class-conditional denoising score classifier in the LDA space. It employs shrinkage LDA for dimensionality reduction and models class-specific diagonal Gaussians for improved texture classification. The method incorporates conservative refinement of unlabeled data and utilizes multi-view augmentations for feature extraction. The approach aims to achieve better performance with limited labeled data by leveraging unlabeled samples effectively.,True,False,5675,159,5834,0.0069421000000000005,DINOv2 only,"['conservative refinement', 'gaussian em', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda', 'transductive learning']",6
0065_9fee9f24,program_step0065_9fee9f24.py,eval_step0065_9fee9f24.json,0.6484042553191489,"['ViT', 'DINOv2']","['semi-supervised learning', 'multi-view augmentation', 'knowledge distillation', 'Laplacian regularization', 'prototype alignment', 'shrinkage LDA', 'pseudo-labeling']",7,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs multi-view augmentations and knowledge distillation to enhance model performance on labeled and unlabeled data. The training process includes various regularization techniques such as Laplacian loss and prototype alignment to improve classification accuracy. The model is designed to handle both labeled and unlabeled datasets effectively.,True,False,5113,155,5268,0.006306300000000001,DINOv2 only,"['consistency regularization', 'multi view augmentation', 'prototype alignment', 'pseudo-labeling', 'semi-supervised learning', 'shrinkage lda', 'student distillation']",7
0068_52a1894f,program_step0068_52a1894f.py,eval_step0068_52a1894f.json,0.5973404255319149,"['ViT', 'CosineHead']","['semi-supervised learning', 'multi-view transforms', 'pseudo-labeling', 'mixup', 'label smoothing', 'LDA', 'spectral graph', 'fused model']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a cosine head for classification. It employs multi-view transformations, pseudo-labeling, and mixup techniques to enhance model performance on labeled and unlabeled data. The model is trained using a combination of labeled and pseudo-labeled samples, with a focus on feature extraction and dimensionality reduction through LDA and spectral graph methods. The final model is designed to predict categories for new images based on learned prototypes.",True,False,6846,169,7015,0.0082742,DINOv2 only,"['fused model', 'label smoothing', 'lda', 'mixup', 'multi view training', 'pseudo-labeling', 'semi-supervised learning', 'spectral graph']",8
0070_cc0a118b,program_step0070_cc0a118b.py,eval_step0070_cc0a118b.json,0.6372340425531915,"['ViT', 'DINOv2']","['semi-supervised learning', 'multi-view transforms', 'LDA', 'spectral embedding', 'cosine similarity', 'prototype refinement', 'data augmentation']",7,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs multi-view transformations for data augmentation and utilizes LDA for dimensionality reduction. The model refines class prototypes through a combination of labeled and unlabeled data, enhancing classification performance. The framework is designed for image classification tasks with both labeled and unlabeled datasets.",True,False,6340,144,6484,0.007607600000000001,DINOv2 only,"['cosine similarity', 'lda', 'multi view augmentation', 'multi view training', 'prototype methods', 'semi-supervised learning', 'spectral embedding']",7
0071_04c5306c,program_step0071_04c5306c.py,eval_step0071_04c5306c.json,0.648936170212766,['DINOv2'],"['transductive class-conditional covariance adaptation', 'supervised discriminative subspace', 'shrinkage LDA', 'soft pseudo-labeling', 'multi-view feature extraction', 'Gaussian mixture modeling', 'covariance regularization', 'cosine-prototype blending']",8,yes,This program implements a transductive class-conditional covariance adaptation layer on top of a frozen DINOv2 backbone. It aims to improve classification performance by estimating separate regularized covariances for each class using a small number of labeled samples and soft assignments from unlabeled samples. The method incorporates a supervised discriminative subspace and utilizes multi-view feature extraction for stability. The final model combines Gaussian logits with cosine-prototype logits for enhanced robustness.,True,False,5960,184,6144,0.0073656,DINOv2 only,"['consistency regularization', 'cosine prototype classifier', 'gaussian mixture modeling', 'multi view feature extract', 'pseudo-labeling', 'shrinkage lda', 'supervised discriminative subspace', 'transductive class conditional covariance adaptation']",8
0072_40590e84,program_step0072_40590e84.py,eval_step0072_40590e84.json,0.6457446808510638,['DINOv2'],"['feature standardization', 'multi-view extraction', 'shrinkage-LDA', 'transductive Gaussian refinement', 'cosine-logit fusion', 'LDA projection', 'global feature standardization', 'calibrated projection', 'complementary classifier']",9,yes,"The program implements a semi-supervised learning approach using a frozen DINOv2 backbone to improve classification performance with limited labeled data. It employs feature standardization and a combination of Gaussian and cosine scores for better representation calibration. The method includes multi-view feature extraction, shrinkage-LDA for dimensionality reduction, and transductive refinement to leverage unlabeled data effectively. A lightweight complementary classifier is added to enhance the final predictions.",True,False,6026,168,6194,0.007367800000000001,DINOv2 only,"['complementary classifier', 'cosine logit fusion', 'data standardization', 'feature normalization', 'lda projection', 'multi view augmentation', 'shrinkage lda', 'transductive nearest class mean']",8
0073_845909b3,program_step0073_845909b3.py,eval_step0073_845909b3.json,0.6468085106382979,"['DINOv2', 'ViT']","['test-time augmentation', 'consistency weighting', 'transductive refinement', 'Gaussian classifier', 'LDA projection', 'multi-view consistency', 'softmax', 'feature averaging']",8,yes,The program implements a semi-supervised learning approach using a frozen DINOv2 backbone and a transductive Gaussian classifier. It enhances the model's performance by applying test-time augmentation and consistency weighting to improve prediction reliability. The method retains the original architecture while refining unlabeled data through multi-view consistency and Gaussian estimation techniques. The goal is to achieve better classification accuracy with minimal changes to the existing framework.,True,False,6518,151,6669,0.007834200000000001,DINOv2 only,"['consistency / multi-view', 'consistency regularization', 'feature averaging', 'gaussian classifier', 'lda projection', 'softmax', 'transductive learning', 'tta / multi-crop']",8
0075_e86cc51a,program_step0075_e86cc51a.py,eval_step0075_e86cc51a.json,0.6372340425531915,"['ViT', 'DINOv2']","['semi-supervised learning', 'multi-view augmentation', 'prototype refinement', 'cosine similarity', 'leave-one-out accuracy', 'shrinkage LDA', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs multi-view augmentations to enhance the training process and refines class prototypes based on labeled and unlabeled data. The model is trained to improve classification accuracy through iterative refinement and consistency objectives, leveraging both labeled and unlabeled samples.",True,False,4701,145,4846,0.0058091,DINOv2 only,"['cosine similarity', 'leave one out accuracy', 'multi view augmentation', 'parameter efficient finetuning', 'prototype methods', 'semi-supervised learning', 'shrinkage lda']",7
0077_9a338fc6,program_step0077_9a338fc6.py,eval_step0077_9a338fc6.json,0.6292553191489362,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'multi-view augmentation', 'knowledge distillation', 'layer normalization', 'cross-entropy loss', 'soft cross-entropy', 'parameter-efficient finetuning']",8,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs a prototype-conditioned student model to leverage both labeled and unlabeled data through pseudo-labeling and knowledge distillation. The training process includes multi-view augmentations and a combination of supervised and unsupervised loss functions to improve classification performance. The program is designed to handle image datasets with COCO annotations for effective training and evaluation.,True,False,5317,168,5485,0.0065879,DINOv2 only,"['cross entropy loss', 'feature normalization', 'multi view augmentation', 'parameter efficient finetuning', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",7
0078_254ea89e,program_step0078_254ea89e.py,eval_step0078_254ea89e.json,0.6297872340425532,['DINOv2'],"['transductive local linear reconstruction', 'consistency-weighted pseudo-labeling', 'shrinkage-LDA', 'cosine-prototype classifier', 'ridge-regularized local linear reconstruction', 'neighbor consensus', 'pseudo-labeling']",7,yes,"The program implements a semi-supervised learning approach using a frozen DINOv2 backbone. It employs transductive local linear reconstruction with consistency-weighted pseudo-labeling to refine class prototypes in a compact supervised space. The method leverages local geometry and high-confidence pseudo-labels to enhance classification accuracy while maintaining efficiency during inference. The final model is designed to be robust and fully inductive, avoiding complex computations at prediction time.",True,False,5694,163,5857,0.006980600000000001,DINOv2 only,"['consistency weighted pseudo label', 'cosine prototype classifier', 'local subspace reconstruction', 'neighbor consensus', 'pseudo-labeling', 'ridge regularized local linear reconstruction', 'shrinkage lda']",7
0079_78caffff,program_step0079_78caffff.py,eval_step0079_78caffff.json,0.6393617021276595,"['DINOv2', 'MLP']","['transductive consistency', 'graph Laplacian regularization', 'shrinkage-LDA', 'pseudo-labeling', 'cross-entropy loss', 'KL distillation', 'graph consistency loss', 'multi-view augmentation']",8,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a student classifier trained in a compact projected feature space. It employs graph Laplacian regularization to ensure smoothness among unlabeled samples while leveraging pseudo-labels from a prototype teacher. The method focuses on improving decision boundaries through distillation and consistency objectives, making it efficient for texture data classification.",True,False,6638,158,6796,0.007997,DINOv2 only,"['cross entropy loss', 'graph laplacian consistency', 'graph laplacian regularization', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda', 'student distillation', 'transductive learning']",8
0080_84713f5f,program_step0080_84713f5f.py,eval_step0080_84713f5f.json,0.6186170212765958,"['ViT', 'DINOv2']","['semi-supervised learning', 'multi-view augmentation', 'pseudo-labeling', 'consistency objectives', 'shrinkage LDA', 'feature normalization']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs multi-view augmentations and pseudo-labeling strategies to enhance model performance on labeled and unlabeled data. The model is trained to refine prototypes and class scales through a teacher-student mechanism, optimizing classification accuracy while leveraging unlabeled samples.",True,False,4278,138,4416,0.005313,DINOv2 only,"['consistency / multi-view', 'feature normalization', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'shrinkage lda']",6
0081_ce9f4ebf,program_step0081_ce9f4ebf.py,eval_step0081_ce9f4ebf.json,0.6367021276595745,"['DINOv2', 'ViT']","['frozen features', 'multi-view averaging', 'shrinkage-LDA', 'prototype refinement', 'mutual-nearest-neighbor filtering', 'pseudo-labeling', 'cosine prototype prediction']",7,yes,The program implements a semi-supervised learning pipeline that utilizes frozen DINOv2 features for classification. It employs a multi-view averaging strategy combined with shrinkage-LDA for feature projection and prototype refinement using unlabeled data. A novel mutual-nearest-neighbor pseudo-label filter is introduced to enhance the quality of pseudo-labels during training. The approach aims to improve prototype purity while maintaining the existing architecture and minimizing runtime overhead.,True,False,5580,158,5738,0.0068332,DINOv2 only,"['cosine prototype inference', 'frozen features', 'multi view augmentation', 'mutual nearest neighbor filtering', 'prototype methods', 'pseudo-labeling', 'shrinkage lda']",7
0082_30b87e3b,program_step0082_30b87e3b.py,eval_step0082_30b87e3b.json,0.6441489361702127,"['DINOv2', 'ViT']","['class-conditional mixture-of-prototypes', 'shrinkage-LDA', 'multi-view features', 'cosine clustering', 'pseudo-labeling', 'L2-normalization', 'log-sum-exp scoring']",7,yes,"The program implements a class-conditional mixture-of-prototypes classifier on top of a frozen DINOv2 backbone, utilizing multi-view features and shrinkage-LDA for improved classification. It conservatively incorporates unlabeled data to discover intra-class modes, enhancing the representation of texture categories with multimodal appearances. The method focuses on efficient training and inference, leveraging a mixture of prototypes for each class to better capture visual variations.",True,False,6331,160,6491,0.0076681,DINOv2 only,"['cosine clustering', 'feature normalization', 'log sum exp scoring', 'mixture of prototypes', 'multi view feature extract', 'pseudo-labeling', 'shrinkage lda']",7
0083_f6f3ae90,program_step0083_f6f3ae90.py,eval_step0083_f6f3ae90.json,0.42872340425531913,"['DINOv2', 'ViT']","['prototype-conditioned residual adapter', 'negative debiasing', 'shrinkage-LDA', 'teacher distillation', 'cross-entropy loss', 'hard negative loss', 'margin loss', 'data augmentation', 'multi-view features']",9,yes,"The program implements a semi-supervised learning approach using a frozen DINOv2 backbone and a prototype-conditioned residual adapter to improve classification performance. It employs a novel negative debiasing loss to enhance inter-class separation and utilizes shrinkage-LDA for feature projection. The model is trained with labeled and unlabeled data, leveraging teacher distillation and various loss functions to refine predictions and prototypes.",True,False,6814,158,6972,0.0081906,DINOv2 only,"['cross entropy loss', 'hard negative loss', 'margin loss', 'multi view augmentation', 'multi view feature extract', 'negative debiasing', 'prototype conditioned residual adapter', 'shrinkage lda', 'student distillation']",9
0085_6a679829,program_step0085_6a679829.py,eval_step0085_6a679829.json,0.6457446808510638,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'label smoothing', 'knowledge distillation', 'LDA', 'feature projection']",8,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a custom StudentNet for classification tasks. It employs pseudo-labeling and knowledge distillation to enhance model performance on unlabeled data. The training process includes multi-view augmentations and label smoothing to improve generalization. The program also incorporates a refined teacher model to guide the student during training.,True,False,6485,145,6630,0.007771500000000001,DINOv2 only,"['consistency / multi-view', 'label smoothing', 'lda', 'lda projection', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",8
0086_e1058431,program_step0086_e1058431.py,eval_step0086_e1058431.json,0.65,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'label smoothing', 'knowledge distillation', 'LDA', 'feature normalization']",8,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a custom StudentNet for classification tasks. It employs multi-view augmentations and pseudo-labeling strategies to leverage both labeled and unlabeled data. The training process includes knowledge distillation and label smoothing to improve model performance. The final model is evaluated on its ability to predict categories for new images.,True,False,7081,146,7227,0.0084315,DINOv2 only,"['consistency / multi-view', 'feature normalization', 'label smoothing', 'lda', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",8
0087_296212cb,program_step0087_296212cb.py,eval_step0087_296212cb.json,0.6388297872340426,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'data augmentation', 'parameter-efficient finetuning', 'knowledge distillation']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs a combination of labeled and unlabeled data to train a student model through pseudo-labeling and knowledge distillation. The program includes various training strategies, such as consistency objectives and data augmentation techniques, to enhance model performance while minimizing the need for labeled data.",True,False,6841,142,6983,0.008149900000000002,DINOv2 only,"['consistency / multi-view', 'multi view augmentation', 'parameter efficient finetuning', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",6
0088_200feab7,program_step0088_200feab7.py,eval_step0088_200feab7.json,0.6276595744680851,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'label smoothing', 'knowledge distillation', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs a combination of labeled and unlabeled data to train a student model through pseudo-labeling and knowledge distillation. The model utilizes multi-view augmentations and consistency objectives to enhance performance. Additionally, it incorporates label smoothing and parameter-efficient finetuning techniques to improve generalization.",True,False,6993,151,7144,0.008356700000000002,DINOv2 only,"['consistency / multi-view', 'label smoothing', 'multi view augmentation', 'parameter efficient finetuning', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",7
0089_7c4c68ea,program_step0089_7c4c68ea.py,eval_step0089_7c4c68ea.json,0.6526595744680851,"['DINOv2', 'ViT']","['cross-view consistency', 'confidence-weighted pseudo-labeling', 'shrinkage-LDA', 'graph posterior blending', 'consistency loss', 'distillation', 'data augmentation']",7,yes,"This program enhances a semi-supervised learning pipeline for texture recognition by implementing cross-view prediction consistency and confidence-weighted pseudo-label agreement. It utilizes a frozen DINOv2 backbone to extract features from multiple deterministic views of images, refining prototypes and blending teacher posteriors. The approach aims to reduce noisy pseudo-labels while leveraging the existing strong recipe, ultimately improving model performance with limited labeled data.",True,False,8622,150,8772,0.010144199999999999,DINOv2 only,"['consistency / multi-view', 'consistency weighted pseudo label', 'graph posterior blending', 'multi view augmentation', 'shrinkage lda', 'student distillation']",6
0090_5805c3bd,program_step0090_5805c3bd.py,eval_step0090_5805c3bd.json,0.6462765957446809,"['DINOv2', 'ViT']","['prototype-space local smoothing', 'transductive correction', 'pseudo-labeling', 'graph posterior blending', 'consistency objectives', 'multi-view training', 'label smoothing', 'knowledge distillation']",8,yes,"The program implements a semi-supervised learning pipeline that enhances decision stability by applying prototype-space local smoothing at inference using an unlabeled embedding bank. It maintains the integrity of the existing training process while introducing a low-risk inference-time correction. The approach leverages strong pretrained DINOv2 features and incorporates various strategies such as pseudo-labeling, consistency objectives, and knowledge distillation to improve classification performance, particularly in scenarios with limited labeled data.",True,False,9369,161,9530,0.011014300000000001,DINOv2 only,"['consistency / multi-view', 'graph posterior blending', 'label smoothing', 'multi view training', 'prototype space local smoothing', 'pseudo-labeling', 'student distillation', 'transductive learning']",8
0091_722b678c,program_step0091_722b678c.py,eval_step0091_722b678c.json,0.6457446808510638,"['DINOv2', 'ViT']","['class-adaptive pseudo-labeling', 'graph posterior blending', 'shrinkage-LDA projection', 'cosine-prototype inference', 'soft distillation', 'consistency regularization', 'multi-view augmentation']",7,yes,"This program enhances a semi-supervised learning pipeline by introducing class-adaptive pseudo-label acceptance and prototype weighting based on agreement between two teacher models. It utilizes a frozen DINOv2 backbone for feature extraction and employs a refined prototype teacher along with graph posterior blending. The method aims to improve the reliability of pseudo-labels and reduce noise in the training process, ultimately leading to better performance with limited labeled data.",True,False,9404,158,9562,0.0110396,DINOv2 only,"['class adaptive pseudo label', 'consistency regularization', 'cosine prototype inference', 'graph posterior blending', 'multi view augmentation', 'shrinkage lda', 'student distillation']",7
0092_b81bf22d,program_step0092_b81bf22d.py,eval_step0092_b81bf22d.json,0.65,"['DINOv2', 'ViT']","['prototype-neighborhood residualization', 'class-conditional local experts', 'pseudo-labeling', 'student distillation', 'shrinkage-LDA', 'cosine similarity', 'Gaussian modeling', 'data-efficient learning']",8,yes,This program enhances a semi-supervised learning pipeline by introducing a local residual model that estimates class-conditional covariance from labeled and high-confidence pseudo-labeled examples. It utilizes a frozen DINOv2 backbone for feature extraction and employs a student-teacher framework for distillation. The method focuses on improving classification accuracy by modeling local anisotropic structures in the embedding space while maintaining the integrity of the existing pipeline.,True,False,8130,158,8288,0.009638200000000001,DINOv2 only,"['class conditional local experts', 'cosine similarity', 'data efficient learning', 'gaussian mixture modeling', 'prototype neighborhood residualization', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",8
0093_130de286,program_step0093_130de286.py,eval_step0093_130de286.json,0.6510638297872341,"['DINOv2', 'ViT']","['prototype residualization', 'class-specific Mahalanobis scoring', 'shrinkage-LDA projection', 'soft distillation', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'compact student distillation']",8,yes,"This program enhances a semi-supervised learning pipeline by introducing prototype residualization with class-specific Mahalanobis scoring to improve classifier geometry. It utilizes a frozen DINOv2 backbone to extract features and employs a compact student model trained with labeled and unlabeled data. The method focuses on refining decision boundaries by capturing class-dependent residuals, allowing for better handling of anisotropic variations in texture classes.",True,False,8302,158,8460,0.009827400000000002,DINOv2 only,"['class specific mahalanobis scoring', 'consistency / multi-view', 'multi view augmentation', 'prototype neighborhood residualization', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",7
